project_id,reporting_month,project_length_km,original_contract_value_inr_cr,planned_duration_months,months_since_start,state,project_type,contractor,planned_physical_progress_pct,actual_physical_progress_pct,physical_progress_variance_pct,planned_financial_progress_pct,actual_financial_progress_pct,financial_progress_variance_pct,planned_cost_to_date_inr_cr,actual_expenditure_inr_cr,actual_cost_to_date_inr_cr,material_cost_inr_cr,labour_cost_inr_cr,equipment_cost_inr_cr,variation_cost_inr_cr,delay_related_cost_inr_cr,contractor_productivity_factor,land_acquisition_delay_days,utility_shifting_delay_days,environment_clearance_delay_days,material_delay_days,labour_shortage_days,equipment_unavailability_days,weather_disruption_days,traffic_diversion_delay_days,design_change_delay_days,approval_delay_days,expenditure_gap_inr_cr,cost_tracking_gap_inr_cr,delay_factor_count,delay_factor_severity,project_age_ratio,months_to_planned_completion,schedule_pressure,progress_efficiency,cost_growth_rate,recent_progress_trend_3m,recent_cost_trend_3m,consecutive_underperforming_months,recent_adverse_events_3m,is_terminal_snapshot,final_cost_overrun_pct,cost_overrun
HRI-0196,2021-06,56.82,1251.09,30,24,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,89.6,87.37,-2.23,89.6,96.99,7.39,1120.98,1213.39,1062.28,586.95,265.75,196.06,10.56,2.95,1.073,0.0,0.0,0.0,24.3,15.8,0.0,93.8,1.4,4.9,5.2,92.41000000000008,151.11000000000013,6.0,145.4,0.8,6,2.104999999999999,0.9751116071428573,0.947635104997413,3.25,40.48333333333331,1,3.0,False,-0.53,0
HRI-0196,2021-07,56.82,1251.09,30,25,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,92.59,91.31,-1.29,92.59,100.0,7.41,1158.42,1251.09,1106.61,611.73,276.24,205.03,10.56,3.04,1.123,0.0,0.0,0.0,24.3,15.8,0.0,97.0,1.4,4.9,5.2,92.66999999999985,144.48000000000002,6.0,148.6,0.8333333333333334,5,1.7379999999999995,0.9861756129171617,0.9552752887553736,3.226666666666669,39.22666666666665,0,3.0,False,-0.53,0
HRI-0196,2021-08,56.82,1251.09,30,26,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,95.14,94.63,-0.51,95.14,100.0,4.86,1190.3,1251.09,1146.67,634.95,285.37,212.38,10.56,3.41,1.165,0.0,0.0,0.0,24.3,15.8,0.0,114.9,1.4,4.9,5.2,60.789999999999964,104.41999999999985,6.0,166.50000000000003,0.8666666666666667,4,1.3425000000000011,0.9946394786630228,0.9633453751155172,3.1366666666666654,38.00999999999999,1,3.0,False,-0.53,0
HRI-0196,2021-09,56.82,1251.09,30,27,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,97.2,98.75,1.55,97.2,,,1216.06,,1195.32,662.23,298.92,220.2,10.56,3.42,1.144,0.0,0.0,0.0,24.3,15.8,0.0,115.9,1.4,4.9,5.2,,,6.0,167.50000000000003,0.9,3,0.4166666666666667,1.015946502057613,0.9829449204808973,3.7933333333333317,44.34666666666666,0,3.0,False,-0.53,0
HRI-0196,2021-10,56.82,1251.09,30,28,Chhattisgarh,Greenfield Highway,Prakash Highways Ltd,98.73,100.0,1.27,98.73,100.0,1.27,1235.15,1251.09,1244.43,687.82,312.99,229.62,10.56,3.45,1.167,0.0,0.0,0.0,24.3,15.8,0.0,116.9,1.4,4.9,5.2,15.939999999999827,6.6599999999998545,6.0,168.50000000000003,0.9333333333333333,2,0.0,1.0128633647320977,1.0075132574990893,2.896666666666666,45.940000000000055,1,3.0,True,-0.53,0
HRI-0197,2021-02,33.87,228.43,12,1,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,1.97,8.05,6.08,1.97,7.8,5.84,4.49,17.82,22.4,9.04,4.01,2.65,6.66,0.05,0.987,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,7.5,0.0,13.33,-4.579999999999998,2.0,12.1,0.08333333333333333,11,8.35909090909091,4.086294416243655,4.988864142538975,8.05,22.4,1,1.0,False,7.7,0
HRI-0197,2021-03,33.87,228.43,12,2,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,7.41,15.21,7.81,7.41,14.84,7.43,16.92,33.9,37.47,17.09,7.94,5.72,6.66,0.06,0.889,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.1,7.5,0.0,16.979999999999997,-3.5700000000000003,3.0,12.3,0.16666666666666666,10,8.479,2.0526315789473686,2.214539007092198,7.605,18.735,2,2.0,False,7.7,0
HRI-0197,2021-04,33.87,228.43,12,3,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,15.62,23.16,7.54,15.62,22.33,6.71,35.69,51.01,54.31,26.88,12.15,8.53,6.66,0.09,0.907,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.1,7.5,0.0,15.32,-3.3000000000000043,3.0,15.7,0.25,9,8.537777777777778,1.4827144686299616,1.521714766040908,7.72,18.103333333333335,3,3.0,False,7.7,0
HRI-0197,2021-05,33.87,228.43,12,4,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,25.93,30.57,4.64,25.93,29.36,3.44,59.22,67.07,70.99,36.02,16.37,11.86,6.66,0.09,0.934,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,7.5,0.0,7.849999999999994,-3.9200000000000017,,,0.3333333333333333,8,8.67875,1.1789433089086,1.1987504221546774,7.506666666666667,16.196666666666665,4,2.0,False,7.7,0
HRI-0197,2021-06,33.87,228.43,12,5,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,37.62,38.73,1.12,37.62,37.07,-0.54,85.93,84.69,89.8,45.69,21.63,15.56,6.66,0.27,0.942,0.0,0.0,0.0,0.0,0.0,3.9,13.9,0.1,7.5,0.0,-1.240000000000009,-5.109999999999999,4.0,25.4,0.4166666666666667,7,8.752857142857144,1.029505582137161,1.0450366577446757,7.839999999999999,17.44333333333333,5,2.0,False,7.7,0
HRI-0197,2021-07,33.87,228.43,12,6,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,50.0,45.27,-4.73,50.0,43.09,-6.91,114.22,98.44,105.54,54.44,25.48,18.3,6.66,0.67,0.942,0.0,0.0,0.0,0.0,0.0,3.9,21.6,10.3,7.5,0.0,-15.780000000000001,-7.1000000000000085,4.0,43.300000000000004,0.5,6,9.121666666666666,0.9054000000000001,0.9240063036245842,7.370000000000001,17.076666666666668,6,2.0,False,7.7,0
HRI-0197,2021-08,33.87,228.43,12,7,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,62.38,51.83,-10.55,62.38,49.05,-13.33,142.5,112.05,120.76,63.2,28.8,21.4,6.66,0.71,0.881,0.0,0.0,0.0,0.0,0.0,3.9,23.2,10.3,7.5,0.0,-30.450000000000003,-8.710000000000008,4.0,44.9,0.5833333333333334,5,9.634,0.8308752805386341,0.8474385964912281,7.086666666666666,16.590000000000003,7,3.0,False,7.7,0
HRI-0197,2021-09,33.87,228.43,12,8,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,74.07,59.53,-14.54,74.07,56.18,-17.89,169.21,128.33,136.64,71.83,33.14,24.22,6.66,0.8,0.939,0.0,0.0,0.0,1.4,0.0,3.9,26.7,10.3,7.5,0.0,-40.879999999999995,-8.309999999999974,5.0,49.8,0.6666666666666666,4,10.1175,0.8036992034561902,0.8075172862123987,6.9333333333333345,15.61333333333333,8,3.0,False,7.7,0
HRI-0197,2021-10,33.87,228.43,12,9,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,84.38,67.27,-17.1,84.38,63.05,-21.33,192.74,144.02,152.03,80.85,36.74,26.98,6.66,0.81,0.956,0.0,0.0,0.0,1.4,0.0,3.9,27.3,10.3,7.5,0.0,-48.72,-8.009999999999991,5.0,50.4,0.75,3,10.910000000000002,0.7972268310026073,0.788782816229117,7.333333333333331,15.496666666666664,9,3.0,False,7.7,0
HRI-0197,2021-11,33.87,228.43,12,10,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,92.59,74.82,-17.77,92.59,70.06,-22.53,211.51,160.05,169.23,89.36,40.62,30.39,,0.93,0.986,0.0,0.0,0.0,1.4,3.7,3.9,29.2,10.3,7.5,2.2,-51.45999999999998,-9.179999999999978,7.0,58.2,0.8333333333333334,2,12.590000000000003,0.8080786262015336,0.8001040139946102,7.663333333333331,16.156666666666663,10,3.0,False,7.7,0
HRI-0197,2021-12,33.87,228.43,12,11,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,98.03,82.46,-15.57,98.03,76.62,-21.41,223.94,175.03,186.35,98.46,45.33,33.67,7.94,0.95,0.928,0.0,0.0,0.0,1.4,3.7,3.9,30.4,10.3,7.5,2.2,-48.91,-11.319999999999993,7.0,59.400000000000006,0.9166666666666666,1,17.540000000000006,0.8411710700805874,0.8321425381798696,7.643333333333331,16.570000000000004,11,3.0,False,7.7,0
HRI-0197,2022-01,33.87,228.43,12,12,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,100.0,92.01,-7.99,100.0,84.97,-15.03,228.43,194.1,210.04,111.79,50.78,38.57,,0.96,1.042,0.0,0.0,0.0,1.4,3.7,3.9,31.0,10.3,7.5,2.2,-34.33000000000001,-15.939999999999998,7.0,60.0,1.0,0,7.989999999999995,0.9201,0.9194939368734404,8.24666666666667,19.336666666666662,0,3.0,False,7.7,0
HRI-0197,2022-02,33.87,228.43,12,13,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,100.0,99.46,-0.54,100.0,91.64,-8.36,228.43,209.33,227.34,120.8,55.19,42.18,7.94,1.23,0.996,0.0,0.0,0.0,14.7,3.7,3.9,31.2,10.3,7.5,2.2,-19.099999999999994,-18.00999999999999,7.0,73.5,1.0833333333333333,-1,0.5400000000000063,0.9945999999999999,0.9952282975090837,8.213333333333333,19.370000000000005,1,3.0,False,7.7,0
HRI-0197,2022-03,33.87,228.43,12,14,Jharkhand,Road Widening (2 to 4 lane),Uttam Roadways Pvt Ltd,100.0,100.0,0.0,100.0,99.52,-0.48,228.43,227.33,246.03,131.15,60.13,45.57,7.94,1.24,1.021,0.0,0.0,0.0,14.7,3.7,3.9,31.6,10.3,7.5,2.2,-1.0999999999999943,-18.69999999999999,7.0,73.9,1.1666666666666667,-2,0.0,1.0,1.077047673247822,5.8466666666666685,19.893333333333334,2,3.0,True,7.7,0
HRI-0198,2020-03,56.5,800.1,30,1,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,0.33,2.8,2.47,0.33,2.87,2.54,2.61,22.95,22.63,10.82,4.85,3.44,3.52,0.0,1.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,20.34,0.3200000000000003,1.0,2.8,0.03333333333333333,29,3.3517241379310345,5.0,5.0,2.8,22.63,1,1.0,False,1.81,0
HRI-0198,2020-04,56.5,800.1,30,2,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,1.27,7.12,5.84,1.27,7.21,5.94,10.19,57.68,61.95,28.39,12.89,8.46,12.1,0.12,1.091,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,11.1,47.49,-4.270000000000003,3.0,17.7,0.06666666666666667,28,3.317142857142857,5.0,5.0,3.56,30.975,0,2.0,False,1.81,0
HRI-0198,2020-05,56.5,800.1,30,3,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,2.8,7.31,4.51,2.8,,,22.4,,64.33,29.19,13.22,8.74,12.1,1.07,1.061,49.4,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,11.1,,,3.0,62.9,0.1,27,3.432962962962963,2.6107142857142858,2.871875,2.4366666666666665,21.44333333333333,1,3.0,False,1.81,0
HRI-0198,2020-06,56.5,800.1,30,4,Odisha,Road Widening (4 to 6 lane),,4.86,10.39,5.53,4.86,10.42,5.56,38.88,83.39,103.63,41.01,18.49,13.5,29.37,1.26,1.094,49.4,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,24.5,44.51,-20.239999999999995,3.0,85.8,0.13333333333333333,26,3.4465384615384616,2.1378600823045266,2.665380658436214,2.5300000000000002,27.0,2,3.0,False,1.81,0
HRI-0198,2020-07,56.5,800.1,30,5,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,7.41,13.54,6.13,7.41,13.56,6.15,59.27,108.48,126.13,53.08,23.67,18.29,29.37,1.72,1.058,52.1,0.0,0.0,0.0,0.0,3.3,21.5,8.0,0.0,24.5,49.21,-17.64999999999999,5.0,109.4,0.16666666666666666,25,3.4584,1.8272604588394061,2.128058039480344,2.1399999999999997,21.39333333333333,3,3.0,False,1.81,0
HRI-0198,2020-08,56.5,800.1,30,6,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,10.4,17.13,6.73,10.4,17.12,6.72,83.21,136.99,152.29,68.71,29.83,22.58,29.37,1.8,1.033,52.1,0.0,0.0,0.0,0.0,3.3,24.8,8.0,0.0,24.5,53.780000000000015,-15.299999999999983,5.0,112.69999999999999,0.2,24,3.452916666666667,1.6471153846153845,1.830188679245283,3.2733333333333334,29.319999999999997,0,3.0,False,1.81,0
HRI-0198,2020-09,56.5,800.1,30,7,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,13.79,20.61,6.81,13.79,20.49,6.7,110.35,163.98,176.15,82.13,35.96,26.82,29.37,1.85,1.04,52.1,0.0,0.0,0.0,0.0,3.3,27.1,8.0,0.0,24.5,53.629999999999995,-12.170000000000016,5.0,115.0,0.23333333333333334,23,3.4517391304347824,1.4945612762871647,1.596284549161758,3.4066666666666663,24.173333333333336,0,3.0,False,1.81,0
HRI-0198,2020-10,56.5,800.1,30,8,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,17.54,23.96,6.42,17.54,23.81,6.27,140.34,190.5,200.03,95.37,41.85,31.57,29.37,1.87,0.978,52.1,0.0,0.0,0.0,0.0,3.3,27.7,8.0,0.0,24.5,50.16,-9.530000000000001,5.0,115.6,0.26666666666666666,22,3.456363636363636,1.3660205245153936,1.4253242126264785,3.473333333333334,24.633333333333336,0,3.0,False,1.81,0
HRI-0198,2020-11,56.5,800.1,30,9,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,21.6,27.92,6.32,21.6,27.57,5.97,172.82,220.63,234.89,111.94,49.93,37.53,33.13,2.37,0.912,54.1,0.0,12.7,0.0,1.5,3.3,28.9,8.0,5.7,24.5,47.81,-14.259999999999991,8.0,138.7,0.3,21,3.432380952380952,1.2925925925925925,1.3591598194653396,3.5966666666666676,27.53333333333333,0,3.0,False,1.81,0
HRI-0198,2020-12,56.5,800.1,30,10,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,25.93,29.81,3.89,25.93,29.46,3.54,207.43,235.72,247.64,118.72,53.26,40.11,33.13,2.42,0.942,54.1,0.0,12.7,0.0,1.5,3.3,29.3,9.6,5.7,24.5,28.289999999999992,-11.919999999999987,8.0,140.7,0.3333333333333333,20,3.5095,1.1496336290011568,1.1938485272139998,3.0666666666666664,23.829999999999995,1,3.0,False,1.81,0
HRI-0198,2021-01,56.5,800.1,30,11,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,30.47,33.58,3.11,30.47,33.1,2.63,243.82,264.85,274.84,132.94,60.72,45.57,33.13,2.48,0.891,55.9,0.0,12.7,0.0,1.5,3.3,30.5,9.6,5.7,24.5,21.03000000000003,-9.989999999999952,8.0,143.7,0.36666666666666664,19,3.495789473684211,1.10206760748277,1.127225002050693,3.2066666666666657,24.936666666666657,0,3.0,False,1.81,0
HRI-0198,2021-02,56.5,800.1,30,12,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,35.2,36.67,1.47,35.2,36.06,0.86,281.64,288.5,298.1,145.73,67.04,49.7,33.13,2.5,0.886,55.9,0.0,12.7,0.0,1.5,3.3,32.1,9.6,5.7,24.5,6.860000000000014,-9.600000000000023,8.0,145.3,0.4,18,3.518333333333333,1.0417613636363636,1.0584434029257208,2.9166666666666665,21.07000000000001,1,3.0,False,1.81,0
HRI-0198,2021-03,56.5,800.1,30,13,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,40.06,39.75,-0.31,40.06,38.98,-1.08,320.51,311.9,322.32,158.63,73.86,54.18,33.13,2.53,0.914,55.9,0.0,12.7,0.0,1.5,3.3,33.0,10.1,5.7,24.5,-8.610000000000014,-10.420000000000016,8.0,146.7,0.43333333333333335,17,3.5441176470588234,0.992261607588617,1.0056472496957973,3.313333333333334,24.893333333333334,2,3.0,False,1.81,0
HRI-0198,2021-04,56.5,800.1,30,14,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,45.01,42.42,-2.58,45.01,41.57,-3.44,360.1,332.58,341.25,168.82,79.21,57.51,33.13,2.58,0.91,55.9,0.0,12.7,0.0,5.3,3.3,33.3,10.1,5.7,24.5,-27.52000000000004,-8.670000000000016,8.0,150.8,0.4666666666666667,16,3.59875,0.9424572317262832,0.947653429602888,2.9466666666666677,22.136666666666674,3,3.0,False,1.81,0
HRI-0198,2021-05,56.5,800.1,30,15,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,50.0,44.99,-5.01,50.0,44.09,-5.91,400.05,352.78,357.85,177.83,83.84,60.4,33.13,2.65,0.947,55.9,0.0,12.7,0.0,5.3,3.3,37.2,11.2,5.7,24.5,-47.27000000000004,-5.07000000000005,8.0,155.79999999999998,0.5,15,3.667333333333333,0.8998,0.8945131858517685,2.7733333333333334,19.916666666666668,4,3.0,False,1.81,0
HRI-0198,2021-06,56.5,800.1,30,16,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,54.99,48.06,-6.93,54.99,47.16,-7.84,440.0,377.3,381.26,190.61,89.79,65.01,33.13,2.72,0.982,55.9,0.0,12.7,0.0,5.3,4.3,40.1,11.2,5.7,24.5,-62.69999999999999,-3.9599999999999795,8.0,159.7,0.5333333333333333,14,3.71,0.8739770867430442,0.8664999999999999,2.770000000000001,19.646666666666665,5,3.0,False,1.81,0
HRI-0198,2021-07,56.5,800.1,30,17,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,59.94,50.27,-9.67,59.94,49.39,-10.55,479.59,395.17,411.17,200.06,93.92,68.43,45.63,3.13,1.091,55.9,0.0,12.7,0.0,5.3,4.3,70.2,11.2,17.4,24.5,-84.41999999999996,-16.0,8.0,201.5,0.5666666666666667,13,3.825384615384615,0.8386720053386721,0.8573364749056487,2.616666666666667,23.306666666666672,6,3.0,False,1.81,0
HRI-0198,2021-08,56.5,800.1,30,18,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,64.8,54.48,-10.32,64.8,53.67,-11.13,518.46,429.44,444.87,219.24,102.82,73.76,45.63,3.43,1.069,69.3,0.0,12.7,0.0,5.3,4.3,72.5,11.2,17.4,24.5,-89.02000000000004,-15.430000000000007,8.0,217.20000000000002,0.6,12,3.7933333333333334,0.8407407407407407,0.8580604096748061,3.1633333333333318,29.00666666666666,0,3.0,False,1.81,0
HRI-0198,2021-09,56.5,800.1,30,19,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,69.53,57.65,-11.87,69.53,56.81,-12.71,556.28,454.56,471.34,234.05,109.08,79.15,45.63,3.43,1.071,69.3,0.0,12.7,0.0,5.3,4.3,72.8,11.2,17.4,24.5,-101.71999999999997,-16.779999999999973,8.0,217.5,0.6333333333333333,11,3.85,0.8291385013663166,0.8473071115265693,3.1966666666666654,30.02666666666666,1,3.0,False,1.81,0
HRI-0198,2021-10,56.5,800.1,30,20,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,74.07,60.31,-13.77,74.07,59.61,-14.47,592.67,476.92,489.53,243.79,113.84,82.79,45.63,3.47,1.057,69.3,0.0,12.7,0.0,5.3,4.3,75.5,11.2,17.4,24.5,-115.74999999999994,-12.609999999999957,8.0,220.20000000000002,0.6666666666666666,10,3.969,0.8142297826380452,0.8259739821485819,3.3466666666666662,26.119999999999987,2,3.0,False,1.81,0
HRI-0198,2021-11,56.5,800.1,30,21,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,78.4,64.74,-13.66,78.4,64.15,-14.25,627.28,513.3,519.74,260.85,120.58,88.97,45.63,3.71,1.114,79.1,0.0,12.7,0.0,5.3,4.3,76.4,11.2,17.4,24.5,-113.98000000000002,-6.440000000000055,8.0,230.9,0.7,9,3.9177777777777782,0.8257653061224488,0.8285614079836756,3.4199999999999995,24.956666666666667,0,3.0,False,1.81,0
HRI-0198,2021-12,56.5,800.1,30,22,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,82.46,68.94,-13.52,82.46,68.63,-13.83,659.76,549.11,552.91,279.65,129.09,94.83,45.63,3.71,1.26,79.1,0.0,12.7,0.0,5.3,4.3,76.6,11.2,17.4,24.5,-110.64999999999998,-3.7999999999999545,8.0,231.1,0.7333333333333333,8,3.8825000000000003,0.8360417171962163,0.8380471686673941,3.763333333333333,27.189999999999998,0,3.0,False,1.81,0
HRI-0198,2022-01,56.5,800.1,30,23,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,86.21,72.76,-13.45,86.21,72.69,-13.52,689.75,581.56,580.78,295.64,135.54,100.2,,3.78,1.219,79.1,0.0,12.7,0.0,5.3,4.3,79.4,11.2,17.4,24.5,-108.19000000000005,0.7799999999999727,8.0,233.9,0.7666666666666667,7,3.8914285714285706,0.8439856165178055,0.8420152229068503,4.150000000000001,30.416666666666668,0,3.0,False,1.81,0
HRI-0198,2022-02,56.5,800.1,30,24,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,89.6,77.01,-12.59,89.6,77.25,-12.35,716.89,618.08,614.2,314.36,143.71,106.63,45.63,3.87,1.245,79.1,0.0,12.7,0.0,5.3,4.3,84.2,11.2,17.4,24.5,-98.80999999999995,3.8799999999999955,8.0,238.70000000000002,0.8,6,3.8316666666666657,0.8594866071428573,0.8567562666517876,4.090000000000003,31.48666666666668,0,3.0,False,1.81,0
HRI-0198,2022-03,56.5,800.1,30,25,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,92.59,80.35,-12.24,92.59,80.63,-11.96,740.83,645.12,649.93,329.83,151.51,111.71,53.0,3.88,1.211,79.1,0.0,12.7,0.0,5.3,4.3,84.4,11.3,23.4,24.5,-95.71000000000004,-4.809999999999945,8.0,245.0,0.8333333333333334,5,3.930000000000001,0.8678042985203585,0.8772997853758621,3.8033333333333323,32.339999999999996,0,3.0,False,1.81,0
HRI-0198,2022-04,56.5,800.1,30,26,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,95.14,84.56,-10.58,95.14,84.96,-10.18,761.22,679.8,684.14,348.91,159.35,118.96,53.0,3.91,1.245,79.1,0.0,12.7,0.0,5.3,4.3,85.7,11.3,23.4,24.5,-81.42000000000007,-4.340000000000032,8.0,246.29999999999998,0.8666666666666667,4,3.8599999999999994,0.8887954593231028,0.8987414939176585,3.9333333333333322,34.45333333333334,0,3.0,False,1.81,0
HRI-0198,2022-05,56.5,800.1,30,27,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,97.2,87.8,-9.4,97.2,88.45,-8.75,777.7,707.72,707.29,361.94,164.79,123.66,53.0,3.91,1.207,79.1,0.0,12.7,0.0,5.3,4.3,86.0,11.3,23.4,24.5,-69.98000000000002,0.43000000000006366,8.0,246.6,0.9,3,4.066666666666667,0.9032921810699588,0.9094638035232093,3.596666666666664,31.029999999999973,1,3.0,False,1.81,0
HRI-0198,2022-06,56.5,800.1,30,28,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,98.73,90.95,-7.78,98.73,91.96,-6.76,789.91,735.8,746.68,375.38,170.97,127.85,68.17,4.31,1.169,79.1,0.0,12.7,0.0,5.3,4.3,101.8,11.3,23.4,37.1,-54.110000000000014,-10.879999999999995,8.0,275.0,0.9333333333333333,2,4.524999999999999,0.9211992302238428,0.9452722462052638,3.5333333333333363,32.25,2,3.0,False,1.81,0
HRI-0198,2022-07,56.5,800.1,30,29,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,99.67,94.25,-5.42,99.67,95.57,-4.1,797.49,764.66,772.84,389.44,177.67,133.24,68.17,4.32,1.114,79.1,0.0,12.7,0.0,5.3,4.3,102.3,11.3,23.4,37.1,-32.83000000000004,-8.180000000000064,8.0,275.5,0.9666666666666667,1,5.75,0.9456205478077656,0.9690905215112415,3.229999999999999,29.56666666666668,3,3.0,False,1.81,0
HRI-0198,2022-08,56.5,800.1,30,30,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,100.0,97.15,-2.85,100.0,98.55,-1.45,800.1,788.47,793.3,400.77,182.93,136.77,68.17,4.65,1.038,79.1,0.0,12.7,0.0,5.3,4.3,108.2,16.4,23.4,37.1,-11.629999999999995,-4.829999999999927,8.0,286.5,1.0,0,2.8499999999999943,0.9715,0.991501062367204,3.1166666666666694,28.669999999999998,4,3.0,False,1.81,0
HRI-0198,2022-09,56.5,800.1,30,31,Odisha,Road Widening (4 to 6 lane),Ganga Projects Ltd,100.0,100.0,0.0,100.0,100.0,0.0,800.1,800.1,814.55,412.45,188.44,140.64,68.17,4.85,1.063,79.1,0.0,12.7,0.0,5.3,4.3,122.6,16.4,23.4,37.1,0.0,-14.449999999999932,8.0,300.9,1.0333333333333334,-1,0.0,1.0,1.0180602424696912,3.0166666666666657,22.623333333333335,5,3.0,True,1.81,0
HRI-0199,2023-02,46.25,811.41,23,1,West Bengal,Greenfield Highway,Skyline Infrastructure Ltd,0.55,3.95,3.4,0.55,4.06,3.51,4.47,32.93,32.05,17.57,8.69,5.78,0.0,0.01,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,28.46,0.8800000000000026,1.0,0.7,0.043478260869565216,22,4.365909090909091,5.0,5.0,3.95,32.05,1,1.0,False,1.5,0
HRI-0199,2023-03,46.25,811.41,23,2,West Bengal,Greenfield Highway,Skyline Infrastructure Ltd,2.14,7.77,5.63,2.14,7.9,5.76,17.34,64.12,63.06,34.65,17.21,10.99,0.0,0.22,1.046,0.0,10.6,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,46.78,1.0600000000000023,2.0,12.8,0.08695652173913043,21,4.391904761904762,3.630841121495327,3.6366782006920415,3.885,31.53,2,2.0,False,1.5,0
HRI-0199,2023-04,46.25,811.41,23,3,West Bengal,Greenfield Highway,Skyline Infrastructure Ltd,4.66,12.13,7.47,4.66,12.38,7.72,37.81,100.47,100.76,56.81,25.91,17.71,0.0,0.33,1.01,0.0,10.6,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,62.66,-0.29000000000000625,2.0,17.3,0.13043478260869565,20,4.3935,2.603004291845494,2.6649034646918803,4.043333333333334,33.586666666666666,0,3.0,False,1.5,0
HRI-0199,2023-05,46.25,811.41,23,4,West Bengal,Greenfield Highway,Skyline Infrastructure Ltd,8.02,16.28,8.26,8.02,16.71,8.69,65.09,135.62,133.04,75.9,33.75,22.97,0.0,0.43,1.015,4.2,10.6,0.0,0.0,0.8,0.0,7.9,0.0,0.0,0.0,70.53,2.5800000000000125,4.0,23.5,0.17391304347826086,19,4.406315789473684,2.0299251870324193,2.0439391611614686,4.11,33.663333333333334,1,3.0,False,1.5,0
